이름|이름(eng)|년도|img|점수(bl)|점수(user)|분류|테마|진행방식|bggcode|최소인원|최대인원|시간|최소시간|최대시간|연령|난이도
팁-킥|Tipp-Kick|1921|wys2/swf_upload/2022/07/08/1657206344312282_lg_N_80x80_100_5_.jpg|6.731|6.93|Family Games|Action / Dexterity,Miniatures,Movies / TV / Radio theme,Sports||1644|2|2|10|10|10|8|1.234
스타 트렉: 미개척지|Star Trek: Frontiers|2016|wys2/swf_upload/2022/07/09/1657300163481321_lg_N_80x80_100_5_.jpg|6.750|8.67|Strategy Games|Movies / TV / Radio theme,Science Fiction,Space Exploration|Cooperative Game,Deck, Bag, and Pool Building,Hexagon Grid,Modular Board,Solo / Solitaire Game,Tile Placement,Variable Player Powers|182340|1|4|240|60|240|14|4.3208
아웃포스트|Outpost|1991|wys2/swf_upload/2022/01/29/164338709469573_lg_N_80x80_100_5_.jpg|6.755|8.28|Strategy Games|Economic,Science Fiction|Auction/Bidding|1491|2|9|150|150|150|12|3.1176
핑고 핑고|Pingo Pingo|2015|wys2/swf_upload/2022/01/29/1643387200835021_lg_N_80x80_100_5_.jpg|6.753|7.50|Children's Games|Action / Dexterity,Pirates,Real-time||171136|2|5|15|15|15|6|1.3333
잇 해픈즈|It Happens..|2010|wys2/swf_upload/2022/01/29/1643387382372301_lg_N_80x80_100_5_.png|6.716|6.91|Family Games|Animals,Dice|Dice Rolling,Set Collection|66193|2|5|30|30|30|8|1.4026
액시스 앤 얼라이즈 퍼시픽 1940|Axis & Allies Pacific 1940|2009|wys2/swf_upload/2022/01/29/1643387420963319_lg_N_80x80_100_5_.jpg|6.749|7.63|Wargames|Economic,Fighting,Wargame,World War II|Area Majority / Influence,Area Movement,Dice Rolling,Simulation,Team-Based Game|55829|2|4|360|360|360|12|3.5645
필로스 미니|Pylos|1993|wys2/swf_upload/2022/01/29/164338761641178_lg_N_80x80_100_5_.jpg|6.755|7.15|Abstract Strategy Games|Abstract Strategy|Hand Management,Pattern Building|1419|2|2|10|10|10|8|1.9402
야전 사령관: 나폴레옹|Field Commander: Napoleon|2011|wys2/swf_upload/2022/01/29/164338788645174_lg_N_80x80_100_5_.jpg|6.741|7.80|Wargames|Napoleonic,Wargame|Area Movement,Dice Rolling,Simulation,Solo / Solitaire Game|42673|1|1|180|180|180|12|2.8039
카토그래퍼스: 롤 플레이어 테일|Cartographers|2019|data/boardgame_strategy_reg/2019/02/14/1550120620-164706_N_80x80_100_5_.png|6.754|7.69|Family Games|Fantasy,Territory Building|Bingo,Grid Coverage,Line Drawing,Paper-and-Pencil,Solo / Solitaire Game,Square Grid|263918|1|100|45|30|45|10|1.8884
테슬라 대 에디슨: 전류 전쟁|Tesla vs. Edison: War of Currents|2015|wys2/swf_upload/2022/01/29/1643388001259816_lg_N_80x80_100_5_.jpg|6.749|8.73|Strategy Games|Bluffing,Card Game,Economic,Educational,Industry / Manufacturing|Action Points,Commodity Speculation,Hand Management,Investment,Network and Route Building,Stock Holding,Variable Player Powers|132544|2|5|90|90|90|14|3.2404
카고 느와르|Cargo Noir|2011|wys2/swf_upload/2022/01/29/16433881222444_lg_N_80x80_100_5_.jpg|6.753|7.06|Family Games|Economic|Auction/Bidding,Set Collection,Worker Placement|90305|2|5|90|30|90|8|2.0894
테이크 A 코드|"Take The ""A"" Chord"|2015|wys2/swf_upload/2022/01/29/1643388188384674_lg_N_80x80_100_5_.jpg|6.753|7.75|Family Games|Card Game,Music|Trick-taking|174975|2|4|30|30|30|10|2
지상 마지막 밤: 좀비 게임|Last Night on Earth: The Zombie Game|2007|wys2/swf_upload/2022/01/29/1643388272995123_lg_N_80x80_100_5_.jpg|6.736|7.22|Thematic Games|Fighting,Horror,Miniatures,Zombies|Dice Rolling,Hand Management,Modular Board,Roll / Spin and Move,Team-Based Game,Variable Player Powers|29368|2|6|90|60|90|12|2.2938
큐브 퀘스트|Cube Quest|2013|wys2/swf_upload/2022/01/29/1643388469349770_lg_N_80x80_100_5_.jpg|6.751|7.34|Family Games|Action / Dexterity,Dice,Fighting|Dice Rolling,Flicking,Pattern Building|137330|2|2|15|15|15|8|1.1
라 비냐|La Viña|2019|data/boardgame_strategy/2021/02/09/1612858174-110164_N_80x80_100_5_.jpg|6.752|6.92|Family Games|Card Game,Farming|Contracts,Hand Management,Time Track|276497|2|5|45|30|45|8|2.2105
델포이의 신탁|The Oracle of Delphi|2016|wys2/swf_upload/2022/01/29/164338861897529_lg_N_80x80_100_5_.jpg|6.749|7.88|Strategy Games|Ancient,Mythology,Nautical|Action Points,Dice Rolling,Grid Movement,Modular Board,Pick-up and Deliver,Push Your Luck,Race,Variable Player Powers|193558|2|4|100|70|100|12|2.9766
신화적 전투: 판테온|Mythic Battles: Pantheon|2017|wys2/swf_upload/2022/01/23/1642869658773774_lg_N_80x80_100_5_.jpg|6.747|9.00|Strategy Games|Ancient,Card Game,Miniatures,Mythology,Wargame|Area Movement,Campaign / Battle Card Driven,Command Cards,Dice Rolling,Hand Management,Line of Sight,Open Drafting,Player Elimination,Scenario / Mission / Campaign Game,Simulation,Variable Player Powers|186751|2|4|90|60|90|14|3.0427
룬바운드 (2판)|Runebound: Second Edition|2005|data/boardgame_strategy/2013/06/14/1371213047-760373_N_80x80_100_5_.jpg|6.753|8.00|Thematic Games|Adventure,Exploration,Fantasy,Fighting|Area Movement,Dice Rolling,Open Drafting,Role Playing,Variable Player Powers|21523|2|6|240|120|240|12|2.678
네타 탄카|Neta-Tanka|2019|wys2/swf_upload/2022/01/29/1643388989643256_lg_N_80x80_100_5_.jpg|6.747|7.54|Strategy Games|Civilization|Set Collection,Worker Placement|280812|1|4|90|90|90|14|2.8
다이아몬드 클럽|Diamonds Club|2008|wys2/swf_upload/2022/01/29/1643389096253236_lg_N_80x80_100_5_.jpg|6.750|7.90|Strategy Games|Economic,Industry / Manufacturing|Set Collection,Tech Trees / Tech Tracks,Worker Placement|37907|2|4|75|75|75|10|2.6307
옛날 옛적에|Once Upon a Time: The Storytelling Card Game|1993|wys2/swf_upload/2022/01/20/1642677198256741_lg_N_80x80_100_5_.jpg|6.739|6.77|Party Games|Card Game,Humor,Party Game,Real-time|Hand Management,Interrupts,Storytelling,Voting|1234|2|6|30|30|30|8|1.375
엘리베이터 앞에서|In Front of the Elevators|2019|data/boardgame_strategy/2021/03/18/1616025547-574451_N_80x80_100_5_.jpg|6.750|6.78|Family Games|Card Game|Area Majority / Influence,Hand Management|278751|2|4|40|20|40|8|1.4615
발렌슈타인 (2판)|Wallenstein (Second Edition)|2012|wys2/swf_upload/2022/01/29/1643389244719247_lg_N_80x80_100_5_.jpg|6.752|7.75|Strategy Games|Economic,Pike and Shot,Renaissance,Territory Building|Action Points,Action Queue,Area Majority / Influence,Area Movement,Cube Tower,Simultaneous Action Selection,Variable Phase Order|109125|3|5|120|90|120|12|3.2396
에버델:스파이어크레스트|Everdell: Spirecrest|2019|data/boardgame_strategy_reg/2019/11/22/1574426789-905612_N_80x80_100_5_.jpg|6.753|9.67|Strategy Games|Animals,Card Game,City Building,Expansion for Base-game,Fantasy|Events,Hand Management,Open Drafting,Set Collection,Worker Placement|289056|1|4|100|40|100|14|2.9828
루미큐브 딜럭스|Rummikub|1930|data/boardgame_strategy/2015/07/27/1437978397-41626_N_80x80_100_5_.png|6.753|8.25|Family Games|Abstract Strategy,Card Game,Children's Game,Number|Set Collection,Tile Placement|811|2|4|60|60|60|8|1.7282
카르카손 : 거친 땅을 넘어|Carcassonne: Over Hill and Dale|2015|wys2/swf_upload/2022/01/15/164217577824912_lg_N_80x80_100_5_.png|6.751|7.48|Family Games|Farming|Set Collection,Tile Placement|182082|2|5|35|35|35|7|2
메모아르!|Memoarrr!|2017|data/boardgame_strategy/2021/01/21/1611206774-643541_N_80x80_100_5_.jpg|6.745|6.93|Family Games|Animals,Card Game,Memory,Nautical,Pirates|Memory,Modular Board|230383|2|4|20|10|20|8|1.2121
카탄의 라이벌들|Rivals for Catan|2010|wys2/swf_upload/2022/01/29/1643389622427052_lg_N_80x80_100_5_.jpg|6.743|7.45|Strategy Games|Card Game,City Building,Medieval,Territory Building|Dice Rolling,Hand Management,Open Drafting|66056|2|2|120|45|120|10|2.3177
바자|Bazaar|1967|wys2/swf_upload/2022/01/29/1643389761152473_lg_N_80x80_100_5_.jpg|6.750|7.71|Family Games|Abstract Strategy,Math,Puzzle|Set Collection,Trading|287|2|6|45|45|45|8|2.0278
아무거나 말해봐|Say Anything|2008|wys2/swf_upload/2022/01/29/1643389860768665_lg_N_80x80_100_5_.jpg|6.751|7.48|Party Games|Humor,Party Game|Betting and Bluffing,Paper-and-Pencil,Player Judge|33604|3|8|30|30|30|13|1.0916
큐윅스 디럭스|Qwixx Deluxe|2013|wys2/swf_upload/2022/01/29/1643389996281460_lg_N_80x80_100_5_.jpg|6.729|6.97|Family Games|Dice|Dice Rolling,Paper-and-Pencil|208775|2|8|20|20|20|8|1.2143
클레오 파트라와 건축가의 사회|Cleopatra and the Society of Architects|2006|wys2/swf_upload/2022/01/29/1643390306917320_lg_N_80x80_100_5_.jpg|6.730|7.80|Family Games|Ancient|Auction/Bidding,Dice Rolling,Enclosure,Grid Coverage,Hand Management,Open Drafting,Set Collection|22141|3|5|60|60|60|10|2.2835
그것이 문제로다!|That's a Question!|2017|wys2/swf_upload/2022/01/29/1643390512049449_lg_N_80x80_100_5_.jpg|6.749|6.69|Party Games|Party Game||226322|3|6|30|30|30|15|1.0667
캠페인 매니저 2008|Campaign Manager 2008|2009|wys2/swf_upload/2022/01/29/164339059367879_lg_N_80x80_100_5_.jpg|6.748|7.10|Strategy Games|Card Game,Educational,Political|Area Majority / Influence,Dice Rolling,Hand Management,Open Drafting,Simulation|46255|2|2|45|30|45|13|2.215
해적의 골짜기|Pirate's Cove|2002|wys2/swf_upload/2022/01/29/1643390894589128_lg_N_80x80_100_5_.jpg|6.750|7.50|Family Games|Adventure,Fighting,Nautical,Pirates|Dice Rolling,Hand Management,Pick-up and Deliver,Simultaneous Action Selection|2987|3|5|90|60|90|8|2.0051
왕좌의 게임 : 카드게임|A Game of Thrones: The Card Game|2008|wys2/swf_upload/2022/01/16/1642274183916257_lg_N_80x80_100_5_.jpg|6.747|7.83|Customizable Games|Card Game,Collectible Components,Fantasy,Fighting,Negotiation,Novel-based|Hand Management,Open Drafting,Simultaneous Action Selection,Variable Player Powers|39953|2|4|120|60|120|12|3.2577
던전퀘스트|DungeonQuest (Third Edition)|2010|wys2/swf_upload/2022/01/29/1643391027999886_lg_N_80x80_100_5_.jpg|6.743|7.09|Thematic Games|Adventure,Exploration,Fantasy,Fighting|Modular Board,Player Elimination,Rock-Paper-Scissors,Tile Placement,Variable Player Powers|71061|1|4|90|90|90|13|2.1622
역사의 흐름 - 디럭스 에디션|The Flow of History|2017|wys2/swf_upload/2022/01/29/164346058799364_lg_N_80x80_100_5_.png|6.748|7.37|Strategy Games|Card Game,Civilization|Auction/Bidding,Set Collection,Take That|204574|2|5|90|60|90|12|2.5
핸드|Hands|2015|wys2/swf_upload/2022/01/29/1643391226397905_lg_N_80x80_100_5_.jpg|6.748|7.00|Party Games|Card Game,Party Game,Real-time|Acting,Pattern Recognition|171950|3|8|20|20|20|8|1.1667
키클라데스|Cyclades|2009|wys2/swf_upload/2022/01/29/164346062411144_lg_N_80x80_100_5_.jpg|6.749|7.79|Strategy Games|Ancient,City Building,Civilization,Fighting,Miniatures,Mythology,Nautical|Area Majority / Influence,Area Movement,Auction/Bidding,Auction: Fixed Placement,Dice Rolling,Open Drafting,Set Collection,Variable Phase Order|54998|2|5|90|60|90|13|2.8186
옆에 붙여!|Knapp Daneben!|2018|data/boardgame_strategy_reg/2019/02/27/1551244102-281336_N_80x80_100_5_.png|6.750|7.94|Family Games|Dice|Paper-and-Pencil|260788|1|5|20|20|20|8|1
타이니 에픽 갤럭시|Tiny Epic Galaxies|2015|wys2/swf_upload/2022/02/06/1644081065796654_lg_N_80x80_100_5_.jpg|6.742|7.17|Strategy Games|Dice,Print & Play,Science Fiction,Space Exploration|Contracts,Dice Rolling,End Game Bonuses,Follow,Open Drafting,Re-rolling and Locking,Solo / Solitaire Game,Take That,Track Movement,Variable Phase Order,Variable Player Powers|163967|1|5|45|30|45|14|2.1563
앤티쿼티|Antiquity|2004|data/boardgame_strategy/2021/12/27/1640546311-384963_N_80x80_100_5_.png|6.743|7.62|Strategy Games|City Building,Civilization,Economic,Environmental,Medieval|Grid Coverage,Hexagon Grid,Modular Board,Square Grid,Tile Placement,Trading|13122|2|4|180|120|180|14|4.3067
카스텔로메쏘니|Castello Methoni|2019|data/boardgame_strategy_reg/2019/10/30/1572426329-641684_N_80x80_100_5_.jpg|6.749|7.49|Family Games|City Building,Economic,Territory Building|Area Majority / Influence,Enclosure|266141|3|5|50|30|50|8|2.4
웨스턴 타운|Western Town|2005|wys2/swf_upload/2022/01/29/1643461003449475_lg_N_80x80_100_5_.jpg|6.725|7.70|Strategy Games|American West,City Building|Dice Rolling,Hand Management,Simultaneous Action Selection|19358|2|4|90|45|90|14|3.5
암스테르담의 상인|Merchants of Amsterdam|2000|wys2/swf_upload/2022/01/29/1643461093088531_lg_N_80x80_100_5_.jpg|6.748|8.61|Strategy Games|Economic,Real-time,Renaissance|Area Majority / Influence,Auction/Bidding,Auction: Dexterity,Auction: Dutch,Tile Placement|531|3|5|60|60|60|10|2.6319
스타페이어 오브 카탄|The Starfarers of Catan|1999|wys2/swf_upload/2022/01/29/1643461183698410_lg_N_80x80_100_5_.jpg|6.750|8.67|Strategy Games|Exploration,Negotiation,Science Fiction,Space Exploration|Hexagon Grid,Trading|1897|3|4|120|120|120|12|2.5812
골드 웨스트|Gold West|2015|wys2/swf_upload/2022/01/29/1643461329265614_lg_N_80x80_100_5_.png|6.749|7.70|Strategy Games|American West,Economic,Territory Building|Area Majority / Influence,Contracts,Mancala,Modular Board,Network and Route Building,Set Collection|154086|2|4|60|45|60|13|2.4659
코난|Conan|2015|wys2/swf_upload/2022/03/11/1646958987086850_lg_N_80x80_100_5_.jpg|6.745|7.87|Thematic Games|Adventure,Fantasy,Fighting,Miniatures,Novel-based|Action Points,Area Movement,Dice Rolling,Player Elimination,Team-Based Game,Variable Phase Order,Variable Player Powers|160010|2|5|90|90|90|14|2.7692
영광의 항해|Sails of Glory|2013|wys2/swf_upload/2022/03/11/1646959093642486_lg_N_80x80_100_5_.jpg|6.747|9.50|Wargames|American Revolutionary War,Miniatures,Napoleonic,Nautical,Wargame|Action Queue,Player Elimination,Simulation,Simultaneous Action Selection|109291|2|4|45|45|45|13|2.9012
레니게이드|Renegade|2018|wys2/swf_upload/2022/03/11/1646959182161438_lg_N_80x80_100_5_.jpg|6.750|8.67|Strategy Games|Science Fiction|Action Points,Area Majority / Influence,Cooperative Game,Deck, Bag, and Pool Building,Dice Rolling,Hand Management,Hexagon Grid,Modular Board,Network and Route Building,Pick-up and Deliver,Point to Point Movement,Push Your Luck,Solo / Solitaire Game,Variable Player Powers|170604|1|5|90|90|90|14|3.6907
위그드라실|Yggdrasil|2011|wys2/swf_upload/2022/01/29/1643461414367418_lg_N_80x80_100_5_.jpg|6.750|8.67|Strategy Games|Mythology|Action Points,Cooperative Game,Dice Rolling,Set Collection,Variable Player Powers|71671|1|6|90|90|90|13|2.6009
잉카의 황금|Diamant|2006|wys2/swf_upload/2022/01/20/1642676989652138_lg_N_80x80_100_5_.png|6.737|6.81|Family Games|Adventure,Bluffing,Exploration|Move Through Deck,Push Your Luck,Score-and-Reset Game,Simultaneous Action Selection|15512|3|8|30|30|30|8|1.1122
아크라이트|Arkwright|2014|wys2/swf_upload/2022/01/29/1643461502358549_lg_N_80x80_100_5_.png|6.741|7.25|Strategy Games|Economic,Industry / Manufacturing|Commodity Speculation,Investment,Simulation,Stock Holding,Variable Phase Order,Worker Placement|154825|2|4|240|120|240|12|4.5944
뭉가 침략자들: 미친 과학자와 원자력 괴물의 지구 침공|Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!|2010|wys2/swf_upload/2022/01/29/1643461730456631_lg_N_80x80_100_5_.jpg|6.745|7.82|Strategy Games|Fighting,Movies / TV / Radio theme,Science Fiction|Area Majority / Influence,Dice Rolling,Point to Point Movement|64826|3|4|120|90|120|13|2.6452
에스노스: 프로모 종족 - 페어리|Ethnos: Promo Tribe – Fairies|2017|wys2/swf_upload/2022/08/15/1660517875446699_lg_N_80x80_100_5_.png|6.749|7.32|Wargames|Fantasy|Area Majority / Influence,Open Drafting,Set Collection|226318|2|6|60|45|60|14|2
마음의 선물|Nicht die Bohne!|2017|wys2/swf_upload/2022/03/11/1646959293838835_lg_N_80x80_100_5_.jpg|6.745|6.70|Family Games|Card Game|Simultaneous Action Selection,Trading|192|3|6|45|45|45|10|1.3551
우봉고: 3D 한국어판 (패밀리)|Ubongo: 3-D Family|2019|data/boardgame_strategy_reg/2020/01/23/1579723213-967990_N_80x80_100_5_.jpg|6.749|7.40|Family Games|Puzzle||269971|1|4|25|25|25|8|1.75
스프롤로폴리스|Sprawlopolis|2018|data/boardgame_strategy_reg/2019/04/10/1554832694-809803_N_80x80_100_5_.png|6.747|8.69|Family Games|Card Game,City Building,Territory Building|Closed Drafting,Cooperative Game,Layering,Solo / Solitaire Game,Tile Placement|251658|1|4|20|15|20|8|1.8376
광기의 저택 2판: 뱀이 서린 길|Mansions of Madness: Second Edition – Path of the Serpent|2019|data/boardgame_strategy/2021/01/29/1611914668-525140_N_80x80_100_5_.jpg|6.747|8.82|Thematic Games|Adventure,Expansion for Base-game,Exploration,Fantasy,Fighting,Horror,Miniatures,Murder/Mystery,Puzzle|Area Movement,Cooperative Game,Dice Rolling,Hand Management,Modular Board,Role Playing,Team-Based Game,Variable Player Powers|283094|1|5|180|120|180|14|2.8571
에보 (2판)|Evo (Second Edition)|2011|wys2/swf_upload/2022/01/29/1643461829551086_lg_N_80x80_100_5_.jpg|6.746|7.43|Strategy Games|Prehistoric,Science Fiction|Area Movement,Auction/Bidding,Variable Player Powers,Victory Points as a Resource|107255|2|5|60|60|60|14|2.3676
에이언즈 엔드: 레거시|Aeon's End: Legacy|2019|data/boardgame_strategy_reg/2018/12/26/1545800441-243972_N_80x80_100_5_.jpg|6.745|8.53|Strategy Games|Card Game,Fantasy,Science Fiction|Cooperative Game,Deck, Bag, and Pool Building,Hand Management,Legacy Game,Open Drafting,Solo / Solitaire Game,Variable Phase Order,Variable Player Powers|241451|1|4|90|45|90|14|2.8197
패닉 스테이션|Panic Station|2011|wys2/swf_upload/2022/03/11/164695937976210_lg_N_80x80_100_5_.jpg|6.741|7.16|Thematic Games|Adventure,Bluffing,Exploration,Party Game,Science Fiction|Action Points,Area Movement,Dice Rolling,Hand Management,Modular Board,Player Elimination,Team-Based Game,Tile Placement,Traitor Game|69552|4|6|40|40|40|10|2.3483
스타더스트 임페리엄|Stardust Imperium|2013|wys2/swf_upload/2022/01/29/1643461912671956_lg_N_80x80_100_5_.jpg|6.740|7.37|Strategy Games|Card Game,Civilization,Print & Play,Science Fiction|Hand Management|139675|1|4|45|45|45|14|3.3333
액시스 앤 얼라이즈: 태평양|Axis & Allies: Pacific|2001|wys2/swf_upload/2022/03/11/164695944071339_lg_N_80x80_100_5_.jpg|6.747|7.82|Wargames|Wargame,World War II|Area Majority / Influence,Area Movement,Dice Rolling,Team-Based Game|1262|2|3|240|240|240|12|2.8691
태양의 제국|Empire of the Sun|2005|wys2/swf_upload/2022/03/11/164695950604121_lg_N_80x80_100_5_.jpg|6.747|8.75|Wargames|Nautical,Wargame,World War II|Action Points,Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Hexagon Grid,Simulation|11825|1|2|360|360|360|12|4.324
피그파일|Pig Pile|2001|wys2/swf_upload/2022/01/20/1642678234889694_lg_N_80x80_100_5_.jpg|6.743|7.15|Children's Games|Card Game,Children's Game,Farming||1877|3|6|30|30|30|7|1.1628
스노도니아|Snowdonia|2012|wys2/swf_upload/2022/01/29/1643461978645556_lg_N_80x80_100_5_.jpg|6.741|7.20|Strategy Games|Trains|Events,Hand Management,Open Drafting,Turn Order: Claim Action,Worker Placement|119432|1|5|90|30|90|10|3.0069
르 파시 트라프|Le Passe-Trappe|2003|data/boardgame_strategy/2016/01/18/1453050048-408476_N_80x80_100_5_.png|6.743|7.07|Family Games|Action / Dexterity||12171|2|2|10|10|10|4|1.0385
1856|1856: Railroading in Upper Canada from 1856|1995|wys2/swf_upload/2022/01/29/1643462118846405_lg_N_80x80_100_5_.jpg|6.747|9.50|Strategy Games|Economic,Trains|Auction/Bidding,Network and Route Building,Stock Holding,Tile Placement|423|3|6|300|300|300|14|4.2573
러브 레터: 박스드 에디션|Love Letter|2014|data/boardgame_strategy/2014/08/03/1407062510-235412_N_80x80_100_5_.png|6.746|7.88|Family Games|Card Game,Deduction,Renaissance|Deduction,Hand Management,Player Elimination,Score-and-Reset Game,Take That|129622|2|4|20|20|20|10|1.1893
1844/1854|1844/1854|2015|wys2/swf_upload/2022/01/29/1643438728274686_lg_N_80x80_100_5_.jpg|6.741|8.00|Strategy Games|Economic,Trains|Auction/Bidding,Network and Route Building,Stock Holding,Tile Placement|183308|3|7|300|300|300|12|4.4138
빅토리 로스트|A Victory Lost: Crisis in Ukraine 1942-1943|2006|wys2/swf_upload/2022/03/11/1646959602036270_lg_N_80x80_100_5_.jpg|6.747|8.13|Wargames|Wargame,World War II|Chit-Pull System,Dice Rolling,Grid Movement,Hexagon Grid,Movement Points,Ratio / Combat Results Table,Simulation,Zone of Control|19622|2|2|360|360|360|12|2.5645
